10000 100000
2772 4104 4
1789 5078 7
8659 3544 3
1249 6565 9
5145 2351 8
9963 4611 10
727 6664 1
779 6012 8
7130 7057 7
181 4611 1
6443 1567 9
5047 8409 7
783 74 1
8597 8109 2
8639 6905 3
5601 2247 4
4543 6672 3
8929 0 8
2293 5784 4
8263 6931 8
8324 7031 10
2888 3594 4
2979 9031 2
1325 922 5
665 8194 4
8388 7277 3
1881 9921 3
3683 7342 6
9375 3774 5
3744 4469 8
4356 2442 8
9331 4841 5
8201 1449 2
18 3682 10
313 5746 7
2092 4568 5
4531 1170 1
1604 3223 3
7458 4677 1
4195 1417 7
7146 4991 3
1123 9387 10
7397 5051 10
9050 5795 1
6090 8353 8
4944 4976 1
4426 1771 2
2926 5898 8
6555 4949 2
6322 8089 8
1352 8037 10
2188 7493 2
5009 7599 5
6307 9630 3
4320 4478 4
3272 1827 1
6186 3982 6
4243 7268 1
3392 3269 2
4950 8489 9
306 5057 8
9588 8717 6
2728 5622 10
9739 4085 1
3636 675 1
4663 8611 5
740 1842 10
7397 1992 3
5534 4670 2
9960 217 5
2160 4018 9
9223 2662 8
498 9037 8
5011 8902 6
7249 3600 3
6582 887 7
388 8164 3
779 589 7
6849 9702 8
8949 4259 2
471 6998 6
3375 3531 2
4727 2389 6
1389 2884 9
3210 699 4
761 6581 9
7034 6663 5
2214 9138 9
9402 674 1
4045 1217 5
7918 787 5
6629 2585 10
3362 2663 1
8815 8804 8
4150 4218 7
6247 2322 3
2351 2124 1
8430 2986 9
4681 2195 4
2366 7804 10
6244 9174 1
2422 9413 8
6576 8735 5
2243 3953 2
9181 5045 8
6424 4731 7
2167 4772 5
7672 8524 8
4776 6678 5
4638 9025 5
9220 7090 1
9920 7522 7
7807 3734 7
4467 2797 6
3534 6560 6
1365 6926 5
9926 176 4
2169 2649 4
4654 3246 9
4321 8215 6
9781 144 3
7462 5823 8
9718 7472 3
4064 727 7
7603 2772 8
5328 2494 2
7316 2201 10
1512 5651 2
8330 1413 4
3400 9998 7
5135 247 4
7026 7375 5
5230 4520 10
6840 6505 6
9362 4884 2
97 9151 1
3977 3210 5
2621 2387 4
8356 3348 2
2863 1655 4
417 3273 2
1133 2868 9
5401 8435 4
5243 8046 3
7751 3962 10
2467 1481 7
5716 1800 4
8849 7799 10
8205 4979 5
8053 3790 4
9047 5179 3
3812 9714 10
6509 7352 2
255 3030 6
4784 1627 4
3934 3169 7
1067 2671 1
3469 7545 5
1783 8354 1
3072 4540 6
3869 4032 10
127 5160 2
2273 8805 3
8465 5942 8
197 9560 2
9730 7988 5
964 7663 4
7744 8325 8
3165 4142 9
3006 736 1
6928 7105 1
3162 2573 10
1235 4148 4
9512 2179 2
5233 1108 3
5253 9415 4
3439 3909 2
5812 4155 6
6662 7905 5
81 1627 3
4454 84 4
9931 9887 10
5069 5897 4
1435 3058 4
756 9621 6
5060 2768 2
7977 7233 8
2316 5391 3
9348 9923 10
8100 2557 6
3581 4226 3
9472 9757 5
242 648 10
66 1688 7
9749 1856 3
459 5223 1
6299 3777 3
8937 106 1
7021 4942 10
8315 8685 3
2396 7149 2
1018 5692 6
9947 6655 4
604 2261 7
6335 8734 2
8025 9914 6
1787 3566 4
7521 8276 8
3768 4926 2
588 7866 8
7965 4860 1
9127 4 10
818 4638 2
7837 2782 5
8383 3484 4
2538 7041 9
1761 5134 3
9301 5820 6
3996 8164 8
4496 7092 10
4671 8215 3
5264 4413 7
7031 5920 5
1490 1220 10
1712 2221 1
1333 6174 7
2774 577 2
5319 5889 1
7862 6613 2
3786 9990 5
4643 47 3
8391 9645 4
8307 7159 8
3175 9714 8
8792 6928 4
6064 2694 1
9419 8320 7
3527 6899 3
1762 2627 8
5403 7625 10
9625 6068 1
1354 9515 4
8024 3436 9
7039 5910 7
1389 8711 10
9472 1623 7
3092 5356 3
3575 5635 9
6246 5901 7
761 2152 10
1576 6980 2
1013 6120 3
3051 1483 9
6693 7755 8
5594 3744 3
2146 3028 6
2327 7781 6
9912 6156 3
1442 8611 2
873 4291 6
6234 6092 1
7643 3889 8
2967 5739 9
5800 6405 3
5338 8185 9
2279 2652 6
759 3169 9
2633 6857 9
5942 2637 2
2026 3015 10
6672 2043 4
101 4820 7
968 5167 10
1343 4921 2
9728 4673 10
7937 4089 1
9563 5873 3
1523 6166 10
2947 539 5
1000 6261 7
5824 8420 10
7244 8714 8
538 7283 7
9057 5502 5
8827 6195 1
1907 6048 2
7187 8621 10
1887 9000 3
2696 4081 1
5676 2284 6
7759 2889 2
8397 6119 7
6070 7834 5
1061 66 2
4205 380 5
6196 5905 5
1878 2136 4
8364 5173 5
4202 6440 3
6849 3124 7
1030 4310 9
4733 1305 9
9123 9791 1
8948 3714 1
6477 4357 3
6255 7697 4
6177 6933 5
8524 7494 4
8431 3935 8
5856 9451 8
7928 286 4
5614 1115 8
3303 3100 7
839 569 8
6140 3540 7
6809 4828 3
1449 2228 5
1080 5660 6
9709 469 8
7773 5203 5
9973 849 5
1477 5495 9
7211 5974 10
9148 5027 6
2357 9806 9
4351 8817 6
8391 5202 3
2199 4225 4
8697 701 9
1240 7521 9
8084 2362 8
3244 5341 2
3357 5260 6
9073 8933 4
4502 8142 3
6999 7925 8
3655 1673 3
7982 7651 6
9538 6165 3
4530 4451 3
6792 7480 9
9944 7510 7
769 9300 5
6635 2469 9
4002 54 2
4800 9760 3
9377 4365 6
9964 4009 6
1373 775 7
7627 2323 7
7954 5550 4
1898 1581 1
9966 5225 2
8096 237 8
3939 9989 10
6063 4757 1
1609 5204 5
7061 861 2
735 1783 10
1778 3887 7
1179 7266 2
3573 3655 10
1889 6175 8
9173 6 5
2546 6937 7
316 3493 7
6187 5810 6
3710 779 6
9551 4552 3
3619 7393 10
9350 4926 5
5003 4914 4
2563 8179 4
8429 3102 9
8268 9897 10
3040 2120 1
7970 2272 3
7564 1796 1
2886 9775 8
3957 9545 6
502 2078 6
1316 1604 1
9581 2922 10
5942 4961 6
3319 7784 7
1486 7345 6
9197 237 1
9502 4630 2
5939 6761 7
1801 1806 7
8642 194 8
3893 7114 8
9887 8561 6
5256 9524 3
116 3068 9
8001 7878 8
4961 1072 6
4866 6638 5
4172 4718 8
4682 7875 8
635 811 6
5774 9232 5
3749 40 8
5893 2015 8
3294 6746 5
1788 9896 7
4071 6713 5
9485 6758 8
9057 9634 10
3144 4331 8
1946 9468 8
6445 8695 10
3127 9465 10
8343 9950 9
8357 2810 7
4831 9424 4
4275 297 6
2439 3842 8
5598 657 4
9283 6907 8
2416 4369 1
5184 8403 5
2624 9661 3
4989 2126 3
3879 9022 8
2909 4093 8
284 2628 7
8525 1431 9
5591 4606 1
6777 4473 3
528 3211 9
16 7306 2
9213 380 8
1556 6792 5
613 2957 7
4818 6482 8
2702 384 7
135 8814 3
2420 7738 3
5500 5486 8
3059 1748 8
597 9028 3
2007 1608 7
1617 918 5
6428 6830 10
6856 3155 1
7322 9426 10
7540 5276 7
3591 5726 3
569 9329 8
8464 9801 10
2227 3691 9
6180 8375 9
5238 3717 5
4418 5066 5
2078 3448 1
522 7923 5
2252 3337 9
9540 1260 9
3904 1286 5
8527 5614 1
4960 9778 6
1836 1360 10
6266 1040 4
5324 3730 4
2288 9647 4
7480 4302 10
8720 4545 10
6429 7448 5
4252 5488 4
8563 5345 2
2547 6043 8
5303 6620 5
409 4829 4
7130 6240 5
962 1961 2
3646 5566 1
423 3814 5
1211 3084 3
1165 7435 9
636 9485 1
4974 8664 7
9271 8423 10
920 3743 1
3373 9540 6
8363 2192 3
3491 1246 8
2218 5523 9
300 8915 7
534 402 3
2676 6954 6
8418 9130 9
5040 3238 7
2132 2602 4
70 3099 10
8778 9300 4
4104 3088 6
2497 3756 6
1912 951 9
3972 1499 4
6433 7374 10
1873 6032 5
9537 5456 2
4849 9794 7
1754 9758 1
975 8792 7
6266 7703 9
381 7368 1
7080 2200 2
9891 3211 6
4638 9017 8
1095 5648 6
9586 2903 7
8365 2884 8
4620 5078 6
6386 922 1
7657 5926 9
8353 1484 3
6601 6712 3
3966 588 10
9499 4611 9
6436 4201 10
6944 6118 3
4599 7968 7
1060 6156 4
2162 9067 9
305 3269 10
2430 7373 5
5202 1583 4
5383 751 2
7968 5760 2
2737 4141 8
3608 5526 1
6005 3461 5
2514 1934 2
119 7284 9
4179 5181 6
1598 8442 4
7504 4663 7
3324 4759 8
9313 8019 3
8490 9164 7
3612 2811 1
6830 5963 4
54 5150 1
562 6329 8
4654 4474 2
4222 1795 8
370 7455 5
9028 9060 1
2512 9181 1
5346 7172 9
7550 5359 4
6104 7735 2
388 6381 6
7362 1340 10
3110 11 3
1315 838 4
1372 3804 7
9394 4922 5
9977 1588 9
9200 5607 2
3937 7376 2
9982 6343 7
6610 7564 10
7416 8401 5
3728 4737 2
4340 2676 8
8718 1737 4
4052 2327 5
3629 796 6
2209 8877 7
2364 1775 1
7981 9631 6
8997 7005 10
3517 8103 10
7697 7208 2
5750 6846 2
425 1286 10
2787 5824 6
7543 9834 7
8016 7306 1
5905 7047 8
4458 746 2
9407 464 5
7530 987 7
2660 5388 5
8282 5790 3
8344 747 8
5958 3252 4
1782 5534 1
3837 7459 8
9649 4896 7
9619 8054 8
1629 2790 10
7274 602 6
8057 4384 2
573 3501 9
4516 6794 3
3687 1465 9
9608 2294 4
7512 1816 7
787 6798 4
554 6924 9
1613 7043 1
8793 3888 9
1813 4677 8
7987 6163 5
3603 3303 1
4285 740 5
480 5444 10
7906 4226 7
6926 6641 9
3999 2173 8
6953 2076 3
3921 1409 9
7925 2266 6
4119 4518 5
308 1491 6
2708 3076 8
979 5085 8
5123 1779 2
5137 6230 6
8401 1424 6
5476 8865 2
6639 3448 5
3340 8692 2
7789 945 10
4361 826 4
5576 7770 6
5238 577 7
8997 5235 4
79 3133 6
4310 7677 10
3388 5796 8
904 8991 6
5143 7721 6
2763 7676 3
9070 3558 2
1271 7672 2
3872 1359 8
7053 1186 8
9933 9325 3
934 4866 10
4763 7840 5
3816 1778 10
5775 2666 7
9726 8688 8
1532 9688 9
7202 765 9
2013 354 6
924 305 8
9862 2881 7
5582 9318 8
2710 6542 9
9793 8230 1
6306 515 4
6370 8851 6
9970 1898 6
4553 5197 10
1986 5158 1
7315 1966 5
832 9969 3
5200 9318 1
6493 9467 6
1613 9872 3
9954 4262 7
2340 5797 8
4449 709 8
7005 377 5
8644 8268 5
3788 114 9
4823 7370 8
7976 4985 4
9890 2751 9
9403 4424 3
1620 8726 2
8900 9277 9
4359 8569 7
2753 4253 1
2137 9420 1
312 8259 5
9244 3029 5
7186 5484 1
9793 7701 7
6467 9473 6
2402 5341 1
7745 8331 2
2249 5529 9
8140 7650 10
8646 4542 4
5339 9278 6
3975 9614 1
8600 8893 10
1689 7317 6
7307 4606 1
6662 9579 10
5636 2551 6
1050 4817 1
471 4130 1
1144 4184 10
8960 9500 6
471 9818 3
423 6963 10
5024 1314 4
7059 7346 7
7294 649 4
795 6488 6
9360 5730 2
5368 5271 2
3200 5438 1
8821 8050 9
1714 4778 1
7567 2317 6
6657 9102 5
46 9538 9
4411 1239 3
4417 7746 6
2765 945 4
3528 2755 4
3864 8867 7
7801 2120 7
493 5209 2
2564 2602 7
8828 4946 9
2823 5180 10
4060 3797 9
562 3421 10
5736 3881 7
7196 7507 8
457 8906 3
3214 6842 8
1028 4527 1
3827 8334 1
1608 6949 2
9144 5012 8
2667 9685 6
409 3352 9
7257 1539 9
1340 9814 2
6368 2433 5
6099 6839 5
8212 1559 5
7999 8535 4
2578 7468 1
6338 1023 8
3699 3214 2
4989 8980 7
3547 2025 1
7981 260 10
8635 5724 6
855 4270 8
8954 5122 4
2496 147 4
8021 9322 5
1012 4567 6
5384 1947 6
527 4629 9
4293 303 2
6706 3922 10
1416 5651 8
8948 7455 6
382 4800 3
1401 4955 3
5051 732 6
4266 1400 2
2836 6679 1
4953 5806 9
4628 8235 6
3074 4723 6
2008 7655 6
3178 7608 8
4590 7621 10
4958 7222 10
2030 8442 7
6195 691 8
3435 9106 4
6160 7457 3
3529 3915 6
3747 4072 1
5962 4128 8
3912 5424 8
9915 6994 3
4622 2153 3
4707 769 6
3988 1744 10
6811 6917 2
274 7941 10
9817 3721 2
1189 9197 1
6114 6488 5
6235 3278 4
3641 8469 8
1023 3434 6
2056 4911 2
9718 8283 5
8977 5174 1
3865 7929 3
7896 4478 3
8697 7554 5
8890 6940 8
2535 6029 4
2525 6818 9
3785 4768 8
2714 2887 5
4474 8792 5
6131 1221 9
3099 1217 6
2558 4367 9
5885 8334 8
4144 5032 5
787 2091 10
6460 2907 10
3435 1146 1
552 383 4
9094 8235 8
2118 5715 6
2237 794 3
6374 8151 9
9459 2628 2
857 6630 1
5146 589 7
6957 8366 5
2109 5575 5
4632 4151 1
6021 6212 7
7921 2575 3
7650 8521 10
9908 5955 8
197 6810 2
2286 9628 10
9204 3151 1
1322 6252 6
6611 42 5
4167 1121 9
8451 5245 3
6786 3654 10
2031 4422 6
9538 1212 10
6829 5124 7
605 2988 2
3437 5235 8
5128 8085 9
7009 1881 9
5228 4501 1
4461 8450 10
7110 2019 9
8939 1689 9
4405 8798 8
7524 5392 3
8532 6139 8
8558 4706 9
4814 3897 9
6614 5727 3
1772 8190 2
4075 7784 2
2175 9043 10
9713 2161 8
6063 159 7
4356 6253 4
2003 4978 1
6386 8172 5
3318 2324 8
5707 981 7
2253 7709 3
2436 2662 4
2177 2799 3
363 1489 2
1283 4633 10
1498 3278 3
7597 7143 3
3230 5333 5
5060 6476 6
1153 1578 7
3075 2429 7
2687 5665 1
1793 8798 4
3640 6957 4
7383 1316 1
6104 6714 7
9807 9239 6
8963 5155 2
497 3944 4
75 3047 6
712 4367 9
4547 4762 3
6231 1887 6
2021 6517 2
9826 5070 10
942 4886 10
7023 535 10
3335 5729 5
723 9819 7
4036 477 4
5465 1085 7
412 7322 7
27 4802 4
2469 9414 10
1699 4950 2
4998 8081 4
7832 6735 3
4500 3264 1
2648 2699 8
8106 2889 8
6295 7164 1
5389 8268 2
5550 3996 7
6856 42 2
273 7480 7
3753 7023 4
6290 1506 4
6135 3194 7
9027 8182 7
6406 4 3
5421 7304 8
8264 6314 2
1338 1472 6
9713 36 3
706 9854 1
9490 131 9
3381 931 10
2692 3299 7
8794 9421 3
6548 9261 4
3092 9856 7
9079 4983 3
9277 4543 7
8784 7733 6
3335 101 3
3813 9734 4
8474 6185 7
1377 9923 1
6739 3942 10
4676 1905 8
2484 4820 8
1432 5076 7
636 3644 1
4646 692 7
4331 4150 4
2835 1168 7
5015 1276 2
3481 663 5
1765 953 10
8181 1869 1
5742 2930 10
8109 2158 9
442 3309 3
7215 6521 2
5024 2406 4
9909 1779 8
2554 6260 7
8146 52 5
1099 7785 4
4062 5596 3
3543 4765 5
8992 696 8
7796 8342 9
3786 5902 6
8767 2716 3
5746 8846 9
9857 8732 5
1081 4219 7
1103 4853 2
2910 7000 9
3542 4703 5
5512 7254 3
8351 5494 7
9322 8680 1
3757 1594 8
4344 4881 6
8573 8110 8
2056 9731 7
8663 64 4
8835 4467 8
1826 9987 2
2260 7733 5
4202 4081 9
3302 5963 10
7811 7116 9
5837 2058 10
7107 763 10
8521 435 3
3035 9340 10
8500 4887 3
7382 4002 4
1113 3856 8
7380 2257 8
9620 2010 7
7861 219 4
461 9241 2
2323 2129 1
3270 6769 10
3829 3450 7
8353 6536 8
5668 3130 9
5103 3532 8
4737 5864 9
7890 3520 6
8448 5493 1
1337 72 7
9289 2478 7
7376 3009 8
4900 3670 5
7306 7846 2
6895 3461 2
7081 6213 2
6697 1489 8
8447 8258 8
4581 9582 8
101 7236 7
6033 9728 3
7841 5912 5
9155 5520 8
7988 469 9
6623 2783 5
1141 1104 4
1993 5540 8
5938 8328 2
4022 4340 7
1851 747 5
187 4720 9
3565 4347 1
6220 1150 7
3171 6804 6
5716 8877 3
2439 2826 7
4907 2915 10
2719 3360 9
7950 387 2
9748 4585 4
9735 5716 3
5040 5791 8
4827 4264 8
9725 8241 5
7791 5286 8
9919 8331 4
7427 7697 3
8849 3372 8
2862 2033 10
7075 2825 6
6165 9569 4
9610 1694 2
8321 1831 5
2050 848 9
2912 3825 9
2344 1981 3
6970 2289 5
9918 4358 6
6520 4950 7
4582 5340 2
4855 783 3
8991 816 4
9602 2188 2
295 9518 6
888 5320 10
9641 3570 4
1949 861 10
8551 7811 2
9241 8599 3
2192 4318 2
7593 6519 1
3539 176 9
2377 3091 5
8726 2862 3
5300 3654 3
3656 211 5
5775 7663 6
8647 7624 8
9755 9373 7
1270 6784 2
4837 9503 6
9927 2697 1
5848 2460 7
6856 8696 10
1255 5254 7
7157 6154 6
8240 5746 9
3104 3143 2
9250 7405 9
5064 6483 5
9961 8987 1
988 2337 3
4655 3768 6
2157 2553 1
5851 1844 1
3725 2433 9
2238 5067 10
9250 7178 3
2267 3204 10
6184 8333 10
3012 3511 9
4903 982 5
2770 7467 5
3795 5230 9
1064 2288 2
3180 1695 10
7970 4150 1
743 9554 1
6638 702 2
8339 6756 4
6796 695 3
1647 8949 6
9986 1973 10
8897 1958 6
1658 2051 3
3814 4832 4
5609 7 6
7880 378 6
1753 71 6
8922 1686 8
4774 2030 6
3263 9621 3
290 4411 10
2123 7962 2
3077 884 10
3606 8830 7
3469 9508 7
7394 5809 2
2381 3846 6
8033 5308 5
6234 3553 10
8099 9900 5
5764 7114 2
367 9943 10
6646 722 7
9711 2488 9
9338 4876 2
8812 4573 9
788 5415 2
6748 1500 7
862 8930 8
1926 8594 4
5812 9515 10
820 5775 4
4375 6022 5
6499 715 1
7446 5751 10
2671 3346 4
8799 4165 4
2845 3673 2
1861 8599 6
1743 7866 5
2050 2390 1
4280 1761 9
7822 8366 7
6436 8219 2
2227 7363 6
7550 7617 6
2234 8694 7
1063 4535 9
9974 8267 2
9664 9498 9
820 8882 1
9443 7895 5
4244 5062 10
3489 4663 1
7052 8035 9
5698 8527 10
4974 2807 10
331 2853 1
6365 797 1
5177 9534 2
2281 5875 4
4244 3022 9
7480 1424 10
7947 529 5
1027 5871 4
324 351 10
7323 2805 4
547 5985 7
6890 5571 1
9230 69 7
946 654 3
1371 5714 9
9144 1402 8
2243 256 9
4158 8791 3
8879 6053 9
5021 5676 9
590 3020 9
6767 7246 1
5209 4288 7
8642 2675 2
9397 1489 4
9224 1715 7
8834 588 4
4468 3265 8
9257 2475 4
8448 21 2
9491 5576 1
3817 7237 2
6745 8704 2
2551 7944 2
5382 3625 9
7625 2337 2
4335 7540 5
2582 7751 3
2091 9091 8
4533 1313 1
2759 9105 7
133 678 7
5957 7103 1
3969 915 2
556 8054 5
9808 169 7
8418 4154 3
6731 1549 3
8412 6446 4
1282 6254 5
5579 6450 9
964 6931 6
7076 2865 9
8344 8799 7
434 1342 6
6100 3077 1
1005 5029 2
9958 1035 4
8327 9107 2
3855 5369 8
406 6071 2
2918 7325 8
3449 8117 2
4701 9166 3
4212 9886 1
5913 7833 4
7203 4501 6
7630 5380 9
5413 805 10
7177 6593 5
4528 9614 5
4863 6630 9
6146 9502 1
2117 1289 5
4165 8842 4
8637 5452 4
7090 1273 8
9998 3080 7
1671 6806 2
3555 9275 3
9541 8915 10
8023 5880 7
6455 7690 4
6764 2613 10
965 8382 2
3210 2045 8
9447 9093 7
9839 3025 6
8931 1707 5
6934 8959 1
3830 2490 6
1012 8564 1
7481 6624 8
6838 1075 3
1396 1348 9
1546 4538 2
5224 7195 5
4405 3252 7
2349 6148 3
1137 8076 6
433 1327 7
1225 9270 10
9775 7016 5
760 778 6
4459 9579 7
8804 6343 7
385 7313 8
7555 4269 1
1440 1207 6
5648 7280 5
2938 8477 5
9185 7056 10
7068 3361 4
4297 1288 6
1631 4279 6
3030 1087 6
1984 8287 9
4988 6120 9
6188 4651 7
7489 885 7
6320 1444 5
9457 1563 9
3390 7044 9
9684 1713 4
1952 2911 4
9262 974 9
3572 9761 3
618 3877 6
3872 4848 6
4930 1052 5
3234 2650 6
4420 2855 3
9458 373 3
8366 6517 3
8469 4455 7
4629 2138 2
2784 7735 8
8098 5384 6
447 3675 4
2839 1232 3
4230 574 4
1180 6907 8
1224 9330 6
4238 3204 5
1344 457 2
8392 4379 9
6647 7394 9
9165 5359 3
3742 3997 4
4733 1626 2
6684 1837 3
9114 9163 3
1874 8349 9
955 5443 2
6024 1242 8
8098 5676 6
6211 6073 4
1016 8637 2
7136 3178 3
1604 855 4
2133 7926 10
446 2647 9
1366 7520 7
7790 5344 3
8486 7983 10
7171 456 9
667 5526 6
9828 5089 2
3333 7740 9
6183 8361 8
710 7112 8
2996 4858 3
3384 393 8
1402 7234 4
2451 1853 7
9322 4800 6
2231 1682 3
6989 3055 7
8584 7048 9
3026 8204 1
7690 4324 9
9618 2025 7
8415 9757 2
1541 4466 8
9855 1352 3
12 2291 10
798 6208 6
3846 817 3
6293 8569 3
8137 2968 2
9346 910 9
7797 8575 1
1864 5246 9
3431 8559 9
8469 8018 4
3869 3002 10
2037 585 8
6660 2098 7
6134 8118 2
1910 6566 1
6134 5344 6
4928 2700 2
2427 2114 2
5007 1289 4
441 6332 1
8822 2866 8
5954 9799 10
2251 1487 3
3689 7737 4
3259 6687 10
1509 3071 2
889 8302 2
5108 9669 3
6235 5932 6
4284 4829 10
8023 8938 6
608 6872 10
794 4565 6
996 1259 9
8816 5287 4
414 3909 9
1839 1930 6
5819 3244 7
285 7242 10
8961 2284 9
8426 4272 6
3990 9134 9
1736 4008 3
6708 2123 5
5200 3521 4
5298 7602 6
8036 9649 2
3838 5008 10
6470 722 10
2624 8104 4
6633 4770 8
1184 7919 5
5278 4063 7
8407 5300 6
7427 1823 2
4935 2022 2
5181 4211 9
4147 2956 8
4759 4572 6
1914 6533 7
3249 5658 5
5424 8005 7
2848 3975 1
3994 6560 8
3722 3364 5
8129 6390 10
5665 3422 10
4875 8497 7
8956 8067 7
8095 106 1
882 7002 7
3431 705 1
5175 3584 10
3322 1230 2
2792 9890 8
6475 4149 7
2324 4760 4
9713 9716 6
7501 297 5
8110 9755 5
2019 6830 1
5796 4925 1
8616 4077 6
7419 5157 8
8690 5376 10
1169 3021 8
3315 1403 1
9094 2830 1
8792 8288 10
2527 1900 6
8263 9620 8
41 6673 10
9290 551 3
8765 561 6
2895 9275 7
1447 2457 10
1923 8165 4
9497 9744 8
6682 2112 10
6873 2625 3
5651 516 4
2241 3712 5
4573 6239 9
845 356 8
9136 944 2
6662 8538 8
587 7654 10
2091 661 3
100 9723 4
4817 2223 3
9166 3824 5
4196 3731 6
1657 8207 2
5526 9461 3
770 5323 2
2249 7513 2
7158 4295 2
3675 1568 2
9008 9590 10
5980 3269 4
9256 8721 1
7287 6051 8
3303 5267 2
4027 2921 4
2040 1325 10
3665 6979 5
8680 1317 3
1614 1354 7
8939 7701 7
9273 2807 9
9869 4228 1
9035 3388 10
7521 2743 7
5 6145 5
5283 486 8
4813 8436 6
7142 7826 8
8299 995 6
9016 9923 1
6247 3635 6
898 9820 4
2177 1573 7
3259 8666 3
4143 1414 9
7093 1306 9
7476 8999 8
9001 3638 3
6665 7649 1
6358 8889 5
7104 6193 6
5714 2899 4
7319 7082 6
6524 8935 7
3980 887 1
5058 5323 6
4668 6492 10
3182 3513 8
4426 7521 4
3150 2892 6
4700 9527 2
2288 690 2
4475 7911 6
6405 1198 3
434 9015 9
1717 8251 10
4786 3659 8
8484 9612 3
1158 5312 10
9283 5161 1
760 9808 4
8101 1990 8
3127 773 9
1992 551 4
5387 2866 9
1105 5733 2
896 9009 10
1169 4411 10
9611 2979 1
391 1509 5
9847 6853 2
4473 9179 1
2313 768 9
1796 4259 7
669 9069 10
4403 5520 3
946 2071 4
8188 1390 3
1216 1651 1
7657 540 4
6513 448 8
2660 3730 5
1396 5711 6
2283 5821 10
1124 7444 10
6204 3881 1
1708 2891 8
5628 1390 9
5245 9514 1
9133 2018 9
5286 257 4
7866 1648 8
2174 5653 10
4304 4913 3
9915 6262 5
2112 5619 8
3386 2250 7
2864 1290 8
8361 3583 6
9420 8132 5
2218 3362 6
8998 8056 1
5473 1918 4
3025 7520 9
4849 4002 7
4163 1594 1
1551 6005 8
4937 336 10
9813 5554 6
1602 202 8
9059 7136 8
9658 7306 5
1303 2654 5
2973 2793 4
2597 2837 2
5737 5662 7
8661 9674 3
8312 9280 1
6245 9358 1
9182 9401 6
4877 3435 8
7207 224 10
8201 8531 1
4748 9645 5
9634 7689 9
4180 8536 10
4243 9985 8
4856 9227 5
7953 7086 10
8259 9036 4
3539 4856 10
6472 1513 2
5333 2631 3
8119 1048 10
7897 1817 10
9869 7817 10
8578 1854 5
4781 6245 10
3272 1980 7
1624 9981 4
9067 5244 9
77 7026 9
8714 7436 4
3808 5993 8
6948 9215 2
4 9157 2
761 783 7
5022 9483 2
5003 7387 1
3106 5058 6
4959 4468 8
2783 5753 2
302 349 1
6745 9015 4
5358 9417 7
5 2303 5
8797 6649 3
100 6214 5
143 4811 6
2362 2594 8
7829 650 2
3284 2856 9
1101 3905 3
6264 5790 6
3702 5699 8
7098 3460 1
2096 3597 7
9013 7922 3
5148 987 4
4508 3407 8
664 7003 10
5781 8763 1
2827 2442 3
9549 8724 7
1041 4820 6
2370 9110 7
5145 1591 9
7978 2223 9
7688 8282 10
4093 1888 9
5978 7561 4
1861 3487 7
9284 7122 5
5698 9982 9
7556 1227 5
8141 3636 2
8156 8558 5
5810 9331 8
9975 4628 4
8301 7297 1
218 428 9
9736 3695 3
9708 3820 7
5584 5962 7
7496 4990 10
5669 3355 9
1135 2398 10
3680 5059 3
5822 6156 2
2211 8672 5
3740 1779 3
5753 2531 2
8682 4671 7
8885 2360 9
5815 1090 4
4095 3850 10
2117 4811 4
4416 8467 1
1136 6359 7
3052 1489 4
3592 3387 3
7659 8834 10
9467 2838 1
5022 7643 8
8729 7826 6
7376 286 7
3342 9971 6
1118 8208 2
33 4097 7
3351 5331 4
5980 2693 7
1323 5888 10
692 4589 1
4329 5932 1
5852 4048 7
8700 3873 7
3183 9479 4
3618 1571 3
449 7199 7
9632 3970 9
9740 3907 8
3272 6755 1
6910 672 3
1911 1918 4
3828 4605 4
1737 5339 2
635 1198 7
2045 2281 10
1149 6349 7
9415 8533 6
2641 8994 4
4632 6849 6
2738 6550 8
2248 6630 6
4338 7343 2
3528 6995 1
2418 5429 8
7113 7015 5
458 7818 8
3115 1062 1
5936 1209 5
694 6068 3
5035 8349 10
6061 4101 8
6340 3599 10
5247 3252 6
1640 446 1
2173 5525 8
9026 8309 9
8745 7013 6
5517 261 2
2650 6995 4
5328 8919 7
2210 4922 9
6210 3190 3
1806 533 4
6553 2690 9
2443 1095 1
3571 2252 2
1330 9919 7
6780 3872 9
7763 263 1
667 6815 7
5499 6440 9
7189 4023 7
3774 7278 4
4801 6274 8
4137 9221 1
8542 2437 1
4142 1166 2
5751 7705 10
4658 7591 3
4003 5759 3
8752 3735 5
3749 2399 10
4620 1173 9
5728 941 1
6172 5171 8
7750 2881 7
4058 5097 6
2878 9086 1
6376 9298 9
7391 9080 8
7496 3070 6
4539 9785 3
5719 6297 5
1423 4322 4
912 9897 5
4489 871 3
776 9916 9
3293 1752 5
9470 7803 9
3214 8892 6
5684 132 10
2260 1499 10
6026 1999 10
2050 4607 2
8869 4220 1
7489 8074 3
3074 6626 8
8468 6471 9
1214 8245 8
887 3078 5
4265 2745 9
626 1545 3
1780 2388 9
6354 8716 9
1496 5099 4
2769 6359 10
9058 301 7
5051 6138 5
9398 999 3
6433 8080 7
6191 7851 6
5422 5659 6
2931 6935 7
7659 9997 6
8678 9360 6
4127 4977 8
7895 6109 10
5475 7476 9
1806 3700 1
2564 4898 10
1606 5943 4
2446 755 8
2475 1707 5
868 1938 4
1904 7257 3
5268 5091 4
3817 2216 9
5452 7006 4
2176 9888 5
